Start_Timestamp,End_Timestamp,NCI,gNB,Duration_Minutes
2025-05-27 04:15:00,2025-05-27 05:00:00,357783979,1397593,45.0
2025-05-28 00:00:00,2025-05-28 00:45:00,357783979,1397593,45.0
2025-05-28 02:15:00,2025-05-28 02:45:00,357783979,1397593,30.0
2025-05-28 04:15:00,2025-05-28 04:45:00,357783979,1397593,30.0
2025-05-28 05:15:00,2025-05-28 05:45:00,357783979,1397593,30.0
2025-05-29 00:00:00,2025-05-29 00:45:00,357783979,1397593,45.0
2025-05-29 01:15:00,2025-05-29 01:45:00,357783979,1397593,30.0
2025-05-29 03:15:00,2025-05-29 04:00:00,357783979,1397593,45.0
2025-05-29 05:15:00,2025-05-29 05:45:00,357783979,1397593,30.0
2025-05-30 00:00:00,2025-05-30 01:45:00,357783979,1397593,105.0
2025-05-30 02:15:00,2025-05-30 03:00:00,357783979,1397593,45.0
2025-05-30 04:15:00,2025-05-30 05:45:00,357783979,1397593,90.0
2025-06-01 01:30:00,2025-06-01 05:45:00,357783979,1397593,255.0
2025-06-02 03:15:00,2025-06-02 04:45:00,357783979,1397593,90.0
2025-06-02 05:15:00,2025-06-02 05:45:00,357783979,1397593,30.0
2025-06-03 00:00:00,2025-06-03 01:00:00,357783979,1397593,60.0
2025-06-03 02:30:00,2025-06-03 03:00:00,357783979,1397593,30.0
2025-06-03 04:15:00,2025-06-03 05:00:00,357783979,1397593,45.0
2025-06-04 00:00:00,2025-06-04 01:00:00,357783979,1397593,60.0
2025-06-04 02:15:00,2025-06-04 02:45:00,357783979,1397593,30.0
2025-06-04 03:30:00,2025-06-04 04:00:00,357783979,1397593,30.0
2025-06-04 05:15:00,2025-06-04 05:45:00,357783979,1397593,30.0
2025-06-05 00:00:00,2025-06-05 00:45:00,357783979,1397593,45.0
2025-06-05 01:15:00,2025-06-05 01:45:00,357783979,1397593,30.0
2025-06-05 02:15:00,2025-06-05 02:45:00,357783979,1397593,30.0
2025-06-05 03:15:00,2025-06-05 03:45:00,357783979,1397593,30.0
2025-06-05 04:15:00,2025-06-05 04:45:00,357783979,1397593,30.0
2025-06-05 05:15:00,2025-06-05 05:45:00,357783979,1397593,30.0
2025-06-06 00:15:00,2025-06-06 01:45:00,357783979,1397593,90.0
2025-06-06 02:15:00,2025-06-06 04:45:00,357783979,1397593,150.0
2025-06-06 05:15:00,2025-06-06 05:45:00,357783979,1397593,30.0
2025-06-08 01:30:00,2025-06-08 05:45:00,357783979,1397593,255.0
2025-06-09 00:45:00,2025-06-09 01:45:00,357783979,1397593,60.0
2025-06-09 04:15:00,2025-06-09 05:45:00,357783979,1397593,90.0
2025-06-10 02:15:00,2025-06-10 02:45:00,357783979,1397593,30.0
2025-06-10 03:30:00,2025-06-10 04:45:00,357783979,1397593,75.0
2025-06-10 05:15:00,2025-06-10 05:45:00,357783979,1397593,30.0
2025-06-11 00:15:00,2025-06-11 01:45:00,357783979,1397593,90.0
2025-06-11 02:15:00,2025-06-11 02:45:00,357783979,1397593,30.0
2025-06-11 03:30:00,2025-06-11 04:45:00,357783979,1397593,75.0
2025-06-11 05:15:00,2025-06-11 05:45:00,357783979,1397593,30.0
2025-06-12 00:00:00,2025-06-12 00:45:00,357783979,1397593,45.0
2025-06-12 01:15:00,2025-06-12 01:45:00,357783979,1397593,30.0
2025-06-12 02:15:00,2025-06-12 02:45:00,357783979,1397593,30.0
2025-06-12 03:15:00,2025-06-12 03:45:00,357783979,1397593,30.0
2025-06-12 04:15:00,2025-06-12 05:45:00,357783979,1397593,90.0
2025-06-13 00:15:00,2025-06-13 01:00:00,357783979,1397593,45.0
2025-06-13 03:15:00,2025-06-13 05:45:00,357783979,1397593,150.0
2025-06-15 01:30:00,2025-06-15 05:45:00,357783979,1397593,255.0
2025-06-16 00:45:00,2025-06-16 01:45:00,357783979,1397593,60.0
2025-06-16 02:15:00,2025-06-16 02:45:00,357783979,1397593,30.0
